                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    129,                 1.3051,                0.96184,                  1.747,                0.80346,                0.61097,                0.71451,                0.47046,                 1.0973,                0.79023,                   1.62,              0.0007427,              0.0007427,              0.0007427
                    130,                 1.3641,                 1.0218,                 1.7572,                0.90821,                0.56748,                0.71664,                0.45548,                 1.1546,                0.80053,                 1.6785,              0.0007328,              0.0007328,              0.0007328
                    131,                 1.2701,                0.96033,                  1.717,                0.85781,                0.61097,                0.73198,                0.47082,                 1.1176,                0.78826,                 1.6377,              0.0007229,              0.0007229,              0.0007229
                    132,                 1.2516,                0.95517,                 1.6344,                0.85693,                0.61097,                 0.7459,                0.48871,                 1.0739,                 0.7606,                 1.5759,               0.000713,               0.000713,               0.000713
                    133,                 1.2477,                0.95996,                 1.7222,                0.79761,                0.58853,                0.72266,                 0.4448,                 1.1756,                0.87761,                 1.6821,              0.0007031,              0.0007031,              0.0007031
                    134,                 1.3168,                0.96976,                 1.7258,                0.74569,                 0.6508,                0.73584,                0.47215,                 1.1034,                0.80591,                 1.6163,              0.0006932,              0.0006932,              0.0006932
                    135,                 1.2666,                0.95294,                 1.7043,                0.82288,                0.61596,                0.72858,                0.48055,                 1.0591,                0.73093,                 1.5557,              0.0006833,              0.0006833,              0.0006833
                    136,                 1.3054,                0.96057,                 1.7287,                0.83153,                0.61596,                0.71938,                0.47822,                 1.0408,                0.73016,                 1.5446,              0.0006734,              0.0006734,              0.0006734
                    137,                 1.2014,                0.91448,                 1.6858,                0.81942,                0.63591,                0.72365,                0.47599,                 1.0736,                0.74522,                   1.57,              0.0006635,              0.0006635,              0.0006635
                    138,                 1.2221,                0.91362,                  1.692,                0.84583,                0.64302,                0.74394,                0.47566,                  1.111,                0.73122,                 1.5872,              0.0006536,              0.0006536,              0.0006536
                    139,                 1.2158,                0.89724,                 1.7119,                0.84575,                0.65633,                0.75293,                0.47426,                 1.0919,                0.75375,                 1.5989,              0.0006437,              0.0006437,              0.0006437
                    140,                 1.2747,                0.93493,                 1.7179,                0.77851,                0.66616,                0.74141,                0.46859,                  1.074,                0.82404,                 1.5906,              0.0006338,              0.0006338,              0.0006338
                    141,                 1.2664,                 0.9136,                 1.6677,                0.82848,                0.67456,                0.76553,                0.50081,                 1.0088,                0.74181,                 1.5334,              0.0006239,              0.0006239,              0.0006239
                    142,                 1.1652,                 0.8526,                 1.6587,                0.84539,                0.66813,                0.76594,                0.49522,                 1.0259,                0.71417,                 1.5346,               0.000614,               0.000614,               0.000614
                    143,                  1.329,                0.99054,                 1.6583,                0.82757,                0.66334,                0.75993,                0.49077,                 1.0745,                0.71944,                 1.5859,              0.0006041,              0.0006041,              0.0006041
                    144,                 1.3248,                0.97115,                 1.6973,                0.81108,                0.62095,                0.71201,                0.45704,                 1.1256,                0.83493,                 1.6396,              0.0005942,              0.0005942,              0.0005942
                    145,                  1.247,                0.90538,                  1.695,                0.80615,                0.65087,                0.73174,                0.48547,                 1.0301,                0.70015,                 1.5434,              0.0005843,              0.0005843,              0.0005843
                    146,                   1.24,                0.91609,                 1.6709,                0.85522,                0.61845,                0.74322,                0.49906,                 1.0095,                0.68488,                 1.5326,              0.0005744,              0.0005744,              0.0005744
